custcode,Año,Trimestre,Mes,Día,Tipo_Cliente,Total abono,declinecause,saldo,Baja
35125,2015,Trim. 1,enero,30,Comercial,0,CAMBI,0,0
35172,2014,Trim. 2,junio,24,Comercial,224.48,INCOB,893.73,1
35182,2015,Trim. 1,febrero,26,Comercial,2397.89,INCOB,2901.45,1
35187,2017,Trim. 4,noviembre,9,Comercial,716.37,MUDAN,0,1
35196,2016,Trim. 1,febrero,11,Comercial,426.38,MUDAN,0,1
35253,2015,Trim. 1,marzo,3,Comercial,0,DISCO,0,0
35253,2015,Trim. 2,junio,24,Comercial,351.7,DISCO,0,1
35253,2014,Trim. 1,marzo,13,Comercial,0,PROEC,0,0
35260,2014,Trim. 4,octubre,23,Comercial,263.57,AUMEN,0,1
35260,2014,Trim. 1,enero,2,Comercial,0,PROEC,0,0
35277,2015,Trim. 4,diciembre,11,Comercial,426.38,PROEC,511.57,1
35283,2013,Trim. 2,junio,25,Comercial,0,AUMEN,234.74,0
35283,2014,Trim. 4,noviembre,12,Comercial,0,AUMEN,225.93,0
35283,2015,Trim. 2,abril,21,Comercial,0,AUMEN,213.03,0
35283,2016,Trim. 2,abril,7,Comercial,0,PROEC,165.58,0
35283,2016,Trim. 3,septiembre,12,Comercial,477.69,PROEC,578,1
35291,2017,Trim. 1,febrero,10,Comercial,572.73,MUDAN,0,1
35294,2017,Trim. 2,abril,3,Comercial,0,DISCO,-305.04,0
35294,2018,Trim. 2,junio,6,Comercial,0,DISCO,-305.04,0
35294,2018,Trim. 4,diciembre,17,Comercial,0,DISCO,-111.5,0
35294,2019,Trim. 1,febrero,20,Comercial,1049.03,DISCO,-111.5,1
35298,2014,Trim. 1,marzo,11,Comercial,249.48,DISCO,0,1
35301,2016,Trim. 3,julio,15,Comercial,463.86999999999995,CAMEM,0,1
35302,2016,Trim. 3,julio,15,Comercial,463.86999999999995,CAMEM,0,1
35312,2013,Trim. 4,noviembre,14,Comercial,0,CAMEM,0,0
35312,2019,Trim. 2,mayo,31,Comercial,212.2,CAMEM,0,1
35319,2017,Trim. 1,enero,10,Comercial,0,MUDAN,0,0
35350,2019,Trim. 2,abril,5,Comercial,1232,MUDAN,0,1
35362,2014,Trim. 1,enero,6,Comercial,742.81,INCOB,1731.01,1
35394,2013,Trim. 4,noviembre,27,Comercial,212.2,INCOB,349.28,1
35401,2014,Trim. 1,febrero,17,Comercial,116.71,PROEC,-10.9,1
35415,2013,Trim. 3,julio,24,Comercial,0,INCOB,312.91,0
35415,2014,Trim. 3,agosto,25,Comercial,269.98,PROEC,680.93,1
35417,2014,Trim. 3,julio,28,Comercial,,MUDAN,0,1
35420,2014,Trim. 4,octubre,14,Comercial,0,CAMBI,-22.42,0
35420,2014,Trim. 2,junio,9,Comercial,0,MUDAN,-22.42,0
35449,2014,Trim. 1,marzo,27,Comercial,249.48,CIERR,309.35,1
35599,2013,Trim. 2,mayo,10,Comercial,191.67999999999998,MUDAN,0,1
35600,2019,Trim. 3,agosto,21,Comercial,930.6400000000001,NOUSA,0,1
35609,2014,Trim. 1,enero,22,Comercial,,CIERR,0,1
35625,2014,Trim. 4,noviembre,4,Comercial,0,CAMBI,0,0
35632,2017,Trim. 3,septiembre,11,Comercial,675.82,MUDAN,0,1
35634,2013,Trim. 4,octubre,18,Comercial,226.8,CIERR,252.48,1
35642,2014,Trim. 3,agosto,27,Comercial,311.85,NOUSA,377.34,1
35658,2019,Trim. 4,diciembre,6,Comercial,327.27,INCOB,777.59,1
35659,2018,Trim. 2,junio,12,Comercial,813.65,CAMEM,0,1
35691,2015,Trim. 1,enero,28,Comercial,0,CAMBI,-10.64,0
35693,2015,Trim. 3,septiembre,15,Comercial,0,RAZON,14.56,0
35700,2013,Trim. 4,noviembre,22,Comercial,212.2,CIERR,566.52,1
35738,2018,Trim. 3,julio,3,Comercial,682.29,DISCO,70.56,1
35744,2016,Trim. 2,junio,6,Comercial,556.2,CAMEM,673,1
35755,2016,Trim. 4,noviembre,2,Comercial,463.86999999999995,NOUSA,0,1
35769,2013,Trim. 2,mayo,29,Comercial,192.78,AUMEN,233.26,1
35780,2014,Trim. 4,noviembre,19,Comercial,289.92999999999995,MUDAN,0,1
35783,2014,Trim. 3,julio,8,Comercial,263.57,PROEC,0,1
35804,2018,Trim. 3,agosto,10,Comercial,0,RAZON,1064.8,0
35812,2017,Trim. 4,noviembre,30,Comercial,0,CAMBI,0,0
35812,2017,Trim. 3,septiembre,25,Comercial,0,MUDAN,0,0
35813,2013,Trim. 4,diciembre,10,Comercial,0,AUMEN,-6.58,0
35813,2019,Trim. 1,enero,10,Comercial,0,AUMEN,-6.58,0
35813,2015,Trim. 2,mayo,26,Comercial,0,DISCO,-6.58,0
35813,2017,Trim. 1,febrero,2,Comercial,0,DISCO,-6.58,0
35813,2019,Trim. 1,marzo,12,Comercial,0,NOUSA,652.23,0
35813,2015,Trim. 1,marzo,10,Comercial,0,PROEC,-6.58,0
35813,2019,Trim. 3,julio,3,Comercial,0,PROEC,583.9,0
35813,2019,Trim. 4,octubre,14,Comercial,0,PROEC,642.95,0
35815,2018,Trim. 2,junio,14,Comercial,349.24,NOUSA,811.52,1
35815,2017,Trim. 1,enero,27,Comercial,0,PROEC,0,0
35846,2019,Trim. 1,marzo,8,Comercial,0,AUMEN,693,0
35846,2018,Trim. 2,junio,13,Comercial,0,PROEC,693,0
35848,2017,Trim. 4,octubre,20,Comercial,0,RAZON,0,0
35849,2014,Trim. 4,noviembre,17,Comercial,308.66,CAMEM,0,1
35858,2016,Trim. 1,febrero,19,Comercial,0,NOUSA,0,0
35858,2014,Trim. 3,julio,22,Comercial,0,PROEC,0,0
35858,2016,Trim. 2,abril,27,Comercial,0,PROEC,0,0
35881,2013,Trim. 4,octubre,21,Comercial,265.25,CIERR,0,1
35888,2014,Trim. 1,marzo,14,Comercial,233.42,MUDAN,267.44,1
35897,2015,Trim. 1,marzo,9,Comercial,282.45,DISCO,-76.36,1
35899,2015,Trim. 2,junio,29,Comercial,291.5,DISCO,1959.22,1
35899,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,545.72,0
35900,2013,Trim. 3,agosto,28,Comercial,0,CAMEM,0,0
35900,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,843.51,0
35900,2014,Trim. 2,abril,14,Comercial,219.54999999999998,NOUSA,-0.02,1
35903,2014,Trim. 2,abril,21,Comercial,263.57,MUDAN,0,1
35917,2013,Trim. 3,julio,11,Comercial,212.2,MUDAN,-340.68,1
35917,2013,Trim. 2,mayo,10,Comercial,212.2,PROEC,-340.68,1
35924,2013,Trim. 2,abril,25,Comercial,176,PROEC,0,1
35929,2015,Trim. 3,septiembre,3,Comercial,379.60999999999996,MUDAN,0,1
35930,2015,Trim. 3,septiembre,21,Comercial,379.60999999999996,DISCO,0,1
35947,2018,Trim. 1,febrero,24,Comercial,0,CAMBI,1780.92,0
35947,2017,Trim. 2,junio,27,Comercial,0,MUDAN,0,0
35959,2013,Trim. 4,octubre,25,Comercial,0,INCOB,256.76,0
35959,2016,Trim. 1,marzo,7,Comercial,341.1,INCOB,786.95,1
35959,2015,Trim. 2,junio,22,Comercial,0,PROEC,916.91,0
36016,2014,Trim. 4,octubre,31,Comercial,0,RAZON,0,0
36032,2015,Trim. 1,marzo,16,Comercial,811.67,MUDAN,0,1
36057,2018,Trim. 2,mayo,7,Comercial,0,PROEC,0,0
36061,2015,Trim. 1,marzo,31,Comercial,0,DISCO,0,0
36061,2015,Trim. 2,mayo,22,Comercial,0,DISCO,0,0
36061,2016,Trim. 1,enero,22,Comercial,455.65,DISCO,1192,1
36073,2015,Trim. 4,noviembre,30,Comercial,409.97999999999996,DISCO,0,1
36074,2015,Trim. 2,junio,11,Comercial,0,CAMBI,0,0
36075,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,553.28,0
36107,2015,Trim. 4,noviembre,16,Comercial,394.8,MUDAN,0,1
36133,2014,Trim. 2,abril,21,Comercial,224.48,DISCO,0,1
36159,2014,Trim. 2,abril,9,Comercial,0,RAZON,-125.17,0
36165,2017,Trim. 4,octubre,4,Comercial,647.17,MUDAN,0,1
36174,2017,Trim. 4,noviembre,2,Comercial,716.37,MUDAN,866.81,1
36186,2017,Trim. 3,agosto,17,Comercial,0,CAMBI,0,0
36189,2013,Trim. 4,diciembre,20,Comercial,249.48,INCOB,850.73,1
36208,2018,Trim. 2,abril,19,Comercial,0,DISCO,0,0
36210,2018,Trim. 4,octubre,17,Comercial,0,NOUSA,-125.84,0
36210,2019,Trim. 2,abril,13,Comercial,1152,PROEC,902.21,1
36222,2019,Trim. 1,enero,10,Comercial,0,MUDAN,603.41,0
36222,2017,Trim. 4,diciembre,28,Comercial,0,PROEC,-42.48,0
36258,2014,Trim. 2,junio,16,Comercial,0,AUMEN,0,0
36298,2015,Trim. 2,abril,17,Comercial,0,NOUSA,331.44,0
36298,2015,Trim. 3,septiembre,30,Comercial,394.8,NOUSA,898.5,1
36298,2015,Trim. 3,julio,6,Comercial,0,PROEC,420.65,0
36303,2015,Trim. 4,noviembre,13,Comercial,564.56,DISCO,1373.75,1
36303,2013,Trim. 3,agosto,26,Comercial,0,INCOB,256.76,0
36310,2015,Trim. 2,junio,22,Comercial,363.55,PROEC,0,1
36312,2015,Trim. 2,abril,10,Comercial,320.96,AUMEN,183.59,1
36323,2014,Trim. 4,noviembre,20,Comercial,0,DISCO,0,0
36324,2014,Trim. 3,agosto,2,Comercial,311.85,INCOB,754.68,1
36325,2017,Trim. 1,febrero,6,Comercial,544.13,PROEC,-67.17,1
36327,2014,Trim. 1,enero,28,Comercial,0,INCOB,342.91,0
36341,2018,Trim. 3,septiembre,5,Comercial,0,CAMBI,0,0
36342,2014,Trim. 3,septiembre,10,Comercial,286.59000000000003,MUDAN,0,1
36343,2013,Trim. 4,noviembre,29,Comercial,0,DISCO,527.15,0
36343,2014,Trim. 3,agosto,12,Comercial,583.56,NOUSA,230.65,1
36349,2019,Trim. 4,octubre,28,Comercial,1034.4,INCOB,3151.28,1
36361,2018,Trim. 2,junio,12,Comercial,676.5899999999999,MUDAN,0,1
36361,2017,Trim. 4,noviembre,7,Comercial,0,PROEC,1756.15,0
36362,2015,Trim. 3,agosto,13,Comercial,0,RAZON,448.95,0
36364,2015,Trim. 3,agosto,4,Comercial,421.9,CIERR,0,1
36367,2015,Trim. 4,octubre,29,Comercial,387.71999999999997,DISCO,0,1
36383,2014,Trim. 2,mayo,16,Comercial,311.85,MUDAN,-13.78,1
36387,2014,Trim. 1,febrero,26,Comercial,0,INCOB,557.2,0
36387,2016,Trim. 1,enero,28,Comercial,494.31,INCOB,1476.63,1
36393,2013,Trim. 3,septiembre,9,Comercial,0,CAMBI,183,0
36402,2013,Trim. 3,septiembre,30,Comercial,208.43,MUDAN,0,1
36410,2013,Trim. 2,mayo,3,Comercial,226.8,DISCO,274.43,1
36411,2013,Trim. 2,mayo,3,Comercial,226.8,DISCO,274.43,1
36425,2014,Trim. 3,julio,2,Comercial,0,AUMEN,-10.39,0
36426,2016,Trim. 4,diciembre,5,Comercial,0,DISCO,0,0
36426,2018,Trim. 1,enero,12,Comercial,84.05,PROEC,0,1
36439,2015,Trim. 1,febrero,24,Comercial,315.25,MUDAN,0,1
36442,2014,Trim. 4,diciembre,9,Comercial,288.85999999999996,CIERR,0,1
36448,2015,Trim. 1,febrero,4,Comercial,0,DISCO,-100,0
36515,2015,Trim. 3,agosto,19,Comercial,0,REFOR,0,0
36516,2018,Trim. 2,abril,23,Comercial,0,CIERR,0,0
36525,2014,Trim. 2,abril,21,Comercial,286.59000000000003,CIERR,0,1
36532,2013,Trim. 3,agosto,30,Comercial,226.8,DISCO,845.92,1
36533,2013,Trim. 4,octubre,2,Comercial,208.43,CIERR,-0.01,1
36539,2016,Trim. 1,marzo,7,Comercial,0,DISCO,767.1,0
36543,2018,Trim. 1,febrero,2,Comercial,410.05,DISCO,1288.16,1
36543,2014,Trim. 1,febrero,26,Comercial,0,INCOB,564.88,0
36543,2017,Trim. 2,mayo,9,Comercial,0,INCOB,1314.58,0
36543,2017,Trim. 3,septiembre,2,Comercial,0,INCOB,1275.76,0
36552,2016,Trim. 1,marzo,7,Comercial,455.65,CIERR,296.1,1
36555,2017,Trim. 2,mayo,31,Comercial,0,PROEC,-812.65,0
36555,2018,Trim. 1,febrero,16,Comercial,0,PROEC,-812.65,0
36562,2018,Trim. 1,enero,4,Comercial,659.71,MUDAN,0,1
36563,2015,Trim. 3,septiembre,18,Comercial,363.55,NOUSA,0,1
36563,2015,Trim. 1,marzo,16,Comercial,0,PROEC,0,0
36570,2016,Trim. 2,abril,14,Comercial,0,DISCO,-55.34,0
36570,2016,Trim. 2,junio,14,Comercial,0,FACTU,429.66,0
36570,2013,Trim. 3,julio,1,Comercial,0,PROEC,0,0
36570,2014,Trim. 4,noviembre,25,Comercial,0,PROEC,0,0
36570,2016,Trim. 4,octubre,24,Comercial,360.75,PROEC,-55.34,1
36579,2016,Trim. 4,noviembre,22,Comercial,0,CAMBI,0,0
36582,2015,Trim. 1,marzo,10,Comercial,352.1,DISCO,0,1
36591,2016,Trim. 3,julio,12,Comercial,520.66,MUDAN,-16.83,1
36593,2014,Trim. 3,julio,25,Comercial,291.78,CAMEM,-91.16,1
36595,2016,Trim. 1,enero,14,Comercial,426.38,MUDAN,0,1
36596,2014,Trim. 3,septiembre,17,Comercial,0,RAZON,0,0
36598,2019,Trim. 2,mayo,20,Comercial,0,CAMEM,-27.51,0
36620,2016,Trim. 2,abril,19,Comercial,0,PROEC,615.94,0
36620,2017,Trim. 1,febrero,22,Comercial,0,PROEC,0,0
36620,2017,Trim. 4,noviembre,9,Comercial,0,PROEC,0,0
36620,2018,Trim. 3,agosto,29,Comercial,0,PROEC,0,0
36620,2019,Trim. 3,agosto,14,Comercial,0,PROEC,0,0
36623,2014,Trim. 2,junio,27,Comercial,0,INCOB,867.34,0
36623,2014,Trim. 4,octubre,31,Comercial,0,INCOB,419.03,0
36623,2015,Trim. 3,agosto,25,Comercial,0,INCOB,757.15,0
36628,2014,Trim. 1,febrero,28,Comercial,0,CAMBI,-9.85,0
36628,2013,Trim. 4,octubre,25,Comercial,0,INCOB,845.86,0
36631,2019,Trim. 3,septiembre,20,Comercial,0,CAMBI,-57.54,0
36631,2016,Trim. 3,julio,29,Comercial,0,NOINF,1238.9,0
36631,2018,Trim. 1,febrero,19,Comercial,0,NOINF,1388.67,0
36631,2014,Trim. 2,junio,18,Comercial,0,PROEC,361.8,0
36631,2017,Trim. 1,enero,12,Comercial,0,PROEC,655.51,0
36641,2019,Trim. 4,octubre,10,Comercial,1362.1699999999998,CIERR,0,1
36658,2014,Trim. 1,febrero,26,Comercial,249.48,INCOB,581.79,1
36665,2013,Trim. 2,junio,6,Comercial,0,CAMEM,0,0
36665,2015,Trim. 2,mayo,27,Comercial,378.17,DISCO,0,1
36691,2015,Trim. 3,julio,15,Comercial,0,CAMBI,-159.04,0
36707,2017,Trim. 2,mayo,2,Comercial,599.65,MUDAN,0,1
36707,2015,Trim. 2,abril,8,Comercial,0,NOUSA,0,0
36717,2016,Trim. 4,octubre,3,Comercial,520.66,DISCO,630,1
36717,2016,Trim. 3,septiembre,16,Comercial,0,NOUSA,0,0
36720,2019,Trim. 2,mayo,17,Comercial,0,PROEC,0,0
36722,2014,Trim. 3,agosto,14,Comercial,0,DISCO,659.79,0
36722,2019,Trim. 1,enero,29,Comercial,562.11,INCOB,2433.45,1
36723,2013,Trim. 2,junio,25,Comercial,202.33999999999997,NOUSA,-16.49,1
36724,2014,Trim. 1,febrero,26,Comercial,0,INCOB,1502.02,0
36724,2015,Trim. 4,diciembre,30,Comercial,2098.21,MUDAN,8483.2,1
36728,2013,Trim. 2,mayo,17,Comercial,212.2,NOUSA,22.05,1
36729,2017,Trim. 4,diciembre,21,Comercial,0,MUDAN,0,0
36736,2018,Trim. 4,octubre,4,Comercial,799.8,MUDAN,-117.76,1
36739,2018,Trim. 2,abril,6,Comercial,0,AUMEN,0,0
36739,2017,Trim. 4,octubre,3,Comercial,0,CAMEM,0,0
36739,2016,Trim. 1,marzo,2,Comercial,0,DISCO,0,0
36739,2013,Trim. 4,octubre,18,Comercial,0,PROEC,0,0
36739,2015,Trim. 4,octubre,13,Comercial,0,PROEC,0,0
36739,2016,Trim. 3,julio,13,Comercial,0,PROEC,0,0
36739,2016,Trim. 4,noviembre,15,Comercial,0,PROEC,0,0
36739,2017,Trim. 2,abril,17,Comercial,0,PROEC,0,0
36739,2018,Trim. 2,abril,6,Comercial,0,PROEC,0,0
36739,2018,Trim. 4,noviembre,14,Comercial,0,PROEC,0,0
36739,2019,Trim. 2,mayo,8,Comercial,0,PROEC,0,0
36739,2019,Trim. 4,noviembre,1,Comercial,0,PROEC,0,0
36740,2017,Trim. 4,octubre,9,Comercial,0,CAMEM,0,0
36740,2015,Trim. 1,marzo,18,Comercial,0,NOUSA,0,0
36740,2014,Trim. 3,agosto,13,Comercial,0,PROEC,0,0
36740,2017,Trim. 1,enero,10,Comercial,0,PROEC,0,0
36740,2018,Trim. 2,junio,1,Comercial,0,PROEC,0,0
36740,2019,Trim. 1,marzo,29,Comercial,0,PROEC,1215.65,0
36741,2013,Trim. 3,agosto,23,Comercial,212.2,DISCO,0,1
36757,2013,Trim. 2,mayo,7,Comercial,190.98,PROEC,0,1
36760,2019,Trim. 3,julio,15,Comercial,905.1,CIERR,0,1
36760,2015,Trim. 2,mayo,8,Comercial,0,PROEC,-13.25,0
36760,2015,Trim. 4,diciembre,15,Comercial,0,PROEC,-13.25,0
36761,2014,Trim. 1,marzo,28,Comercial,149.69,CIERR,0,1
36788,2015,Trim. 3,septiembre,22,Comercial,0,DISCO,480.52,0
36788,2013,Trim. 4,octubre,25,Comercial,0,INCOB,312.82,0
36788,2014,Trim. 1,enero,30,Comercial,0,INCOB,993.13,0
36788,2014,Trim. 2,mayo,24,Comercial,0,INCOB,328.58,0
36788,2018,Trim. 2,abril,19,Comercial,333.72,INCOB,0,1
36788,2015,Trim. 1,enero,27,Comercial,0,PROEC,568.23,0
36804,2013,Trim. 3,julio,8,Comercial,216.86,CAMBI,0,1
36812,2013,Trim. 3,agosto,27,Comercial,212.2,DISCO,246.82,1
36815,2015,Trim. 1,enero,27,Comercial,0,MUDAN,364.76,0
36829,2018,Trim. 1,marzo,19,Comercial,0,AUMEN,0,0
36829,2018,Trim. 1,marzo,19,Comercial,0,RAZON,0,0
36835,2019,Trim. 3,agosto,13,Comercial,1231.52,PROEC,0,1
36847,2013,Trim. 3,septiembre,16,Comercial,2671.07,MUDAN,-150.01,1
36853,2018,Trim. 2,abril,23,Comercial,0,PROEC,0,0
36853,2018,Trim. 4,noviembre,15,Comercial,0,PROEC,0,0
36855,2014,Trim. 2,junio,17,Comercial,0,PROEC,697.01,0
36855,2015,Trim. 4,noviembre,30,Comercial,426.38,PROEC,537.25,1
36864,2015,Trim. 4,noviembre,25,Comercial,408.42,CAMBI,0,1
36866,2017,Trim. 4,noviembre,2,Comercial,0,INCOB,2276.85,0
36866,2016,Trim. 3,agosto,11,Comercial,0,PROEC,569.99,0
36866,2018,Trim. 4,octubre,19,Comercial,0,PROEC,0,0
36866,2019,Trim. 3,septiembre,20,Comercial,1146.06,PROEC,0,1
36876,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,1114.27,0
36876,2014,Trim. 4,noviembre,26,Comercial,0,INCOB,821.59,0
36876,2015,Trim. 3,septiembre,28,Comercial,591.02,INCOB,2145.4,1
36884,2017,Trim. 2,mayo,17,Comercial,605.1300000000001,MUDAN,0,1
36885,2013,Trim. 4,octubre,31,Comercial,0,RAZON,0,0
36887,2013,Trim. 4,octubre,16,Comercial,203.26,MUDAN,0,1
36893,2019,Trim. 1,marzo,6,Comercial,0,AUMEN,0,0
36896,2014,Trim. 1,febrero,7,Comercial,0,RAZON,564.88,0
36904,2016,Trim. 2,mayo,18,Comercial,0,CAMEM,-546.88,0
36904,2016,Trim. 4,diciembre,10,Comercial,0,CAMEM,1461.12,0
36904,2014,Trim. 1,enero,28,Comercial,0,INCOB,539.2,0
36904,2018,Trim. 1,enero,13,Comercial,262.33,NOUSA,952.26,1
36904,2014,Trim. 2,junio,26,Comercial,0,PROEC,706.1,0
36904,2015,Trim. 2,mayo,15,Comercial,0,PROEC,866.07,0
36904,2017,Trim. 3,julio,14,Comercial,0,PROEC,399.26,0
36907,2013,Trim. 3,agosto,26,Comercial,0,INCOB,539.1,0
36907,2014,Trim. 1,febrero,26,Comercial,181.5,INCOB,805.32,1
36911,2014,Trim. 1,febrero,26,Comercial,198.41,DISCO,383.91,1
36911,2013,Trim. 2,junio,19,Comercial,0,INCOB,928.46,0
36911,2013,Trim. 3,julio,22,Comercial,0,INCOB,928.46,0
36911,2013,Trim. 4,noviembre,27,Comercial,0,INCOB,654.75,0
36931,2018,Trim. 2,mayo,21,Comercial,0,AUMEN,0,0
36941,2014,Trim. 2,junio,24,Comercial,218.84,INCOB,835.1,1
36941,2013,Trim. 4,noviembre,4,Comercial,0,PROEC,80.01,0
36965,2014,Trim. 1,febrero,12,Comercial,249.48,CIERR,0,1
36982,2013,Trim. 3,julio,15,Comercial,212.2,MUDAN,513.52,1
36984,2014,Trim. 2,junio,11,Comercial,311.85,CIERR,0,1
36984,2013,Trim. 3,agosto,23,Comercial,0,PROEC,0,0
36985,2019,Trim. 2,junio,3,Comercial,1103.2,MUDAN,0,1
36987,2013,Trim. 2,mayo,17,Comercial,0,NOUSA,527.86,0
36987,2014,Trim. 2,mayo,19,Comercial,262.59999999999997,PROEC,307.77,1
36988,2018,Trim. 2,junio,9,Comercial,0,INCOB,2861.28,0
36988,2018,Trim. 2,abril,20,Comercial,0,PROEC,1409.09,0
36988,2018,Trim. 4,noviembre,13,Comercial,0,PROEC,1506,0
36990,2014,Trim. 1,febrero,7,Comercial,0,DISCO,0,0
36997,2018,Trim. 2,mayo,21,Comercial,0,AUMEN,0,0
37000,2015,Trim. 2,mayo,12,Comercial,0,AUMEN,315.81,0
37000,2016,Trim. 2,abril,25,Comercial,0,AUMEN,0,0
37000,2014,Trim. 4,noviembre,13,Comercial,0,PROEC,231.65,0
37000,2017,Trim. 3,septiembre,14,Comercial,0,RAZON,541.27,0
37006,2018,Trim. 2,mayo,28,Comercial,0,CAMBI,0,0
37008,2013,Trim. 4,octubre,25,Comercial,0,INCOB,705.66,0
37008,2014,Trim. 1,febrero,26,Comercial,0,INCOB,505.29,0
37008,2014,Trim. 4,noviembre,10,Comercial,284.63,REFOR,643.05,1
37023,2019,Trim. 1,enero,7,Comercial,0,AUMEN,142.72,0
37023,2018,Trim. 1,febrero,15,Comercial,0,NOUSA,142.72,0
37023,2018,Trim. 2,mayo,2,Comercial,0,PROEC,142.72,0
37025,2013,Trim. 3,septiembre,25,Comercial,203.26,DISCO,0,1
37054,2018,Trim. 4,noviembre,8,Comercial,944.09,DISCO,0,1
37055,2013,Trim. 2,mayo,14,Comercial,0,PROEC,0,0
37055,2013,Trim. 3,julio,12,Comercial,127.4,PROEC,308.3,1
37056,2014,Trim. 2,junio,12,Comercial,279.48999999999995,MUDAN,0,1
37060,2018,Trim. 3,julio,30,Comercial,0,CAMBI,0,0
37083,2018,Trim. 3,julio,13,Comercial,721.4200000000001,INCOB,2774.89,1
37083,2014,Trim. 2,mayo,29,Comercial,0,NOUSA,0,0
37088,2014,Trim. 2,junio,17,Comercial,291.78,DISCO,76.59,1
37092,2013,Trim. 3,julio,24,Comercial,0,INCOB,575.61,0
37092,2014,Trim. 2,mayo,24,Comercial,249.48,INCOB,553.74,1
37098,2014,Trim. 2,mayo,6,Comercial,295.74,CIERR,276.98,1
37101,2016,Trim. 2,abril,20,Comercial,0,PROEC,0,0
37111,2015,Trim. 1,marzo,4,Comercial,0,CAMBI,-11.24,0
37126,2017,Trim. 2,mayo,24,Comercial,0,DISCO,0,0
37133,2018,Trim. 3,julio,3,Comercial,805.6099999999999,NOUSA,0,1
37134,2016,Trim. 3,agosto,22,Comercial,498.74999999999994,MUDAN,0,1
37146,2016,Trim. 3,julio,29,Comercial,495.52,NOUSA,0,1
37153,2014,Trim. 4,octubre,22,Comercial,0,PROEC,58.72,0
37153,2015,Trim. 2,mayo,8,Comercial,375.03000000000003,PROEC,58.72,1
37165,2013,Trim. 4,noviembre,28,Comercial,223.58999999999997,PROEC,0,1
37168,2017,Trim. 1,marzo,1,Comercial,0,CAMBI,0,0
37174,2016,Trim. 2,junio,13,Comercial,0,CAMBI,0,0
37175,2014,Trim. 2,junio,24,Comercial,353.77,INCOB,770.5,1
37182,2018,Trim. 2,abril,16,Comercial,421.9,CIERR,0,1
37182,2014,Trim. 1,enero,28,Comercial,0,INCOB,603.74,0
37187,2018,Trim. 3,agosto,8,Comercial,0,PROEC,0,0
37187,2019,Trim. 2,mayo,14,Comercial,0,PROEC,0,0
37205,2013,Trim. 4,diciembre,3,Comercial,249.48,CAMEM,325.88,1
37214,2017,Trim. 2,junio,19,Comercial,0,CAMBI,0,0
37214,2017,Trim. 2,abril,5,Comercial,0,PROEC,0,0
37225,2014,Trim. 2,mayo,9,Comercial,0,NOUSA,379.68,0
37225,2014,Trim. 1,enero,31,Comercial,0,REFOR,108.48,0
37238,2019,Trim. 1,marzo,11,Comercial,0,PROEC,0,0
37239,2019,Trim. 2,junio,11,Comercial,0,AUMEN,0,0
37239,2018,Trim. 2,mayo,22,Comercial,0,DISCO,0,0
37239,2018,Trim. 4,diciembre,5,Comercial,0,PROEC,0,0
37248,2013,Trim. 3,agosto,28,Comercial,216.86,MUDAN,0,1
37261,2014,Trim. 4,diciembre,3,Comercial,307.44,NOUSA,370.91,1
37280,2014,Trim. 2,junio,19,Comercial,0,CAMBI,0,0
37282,2019,Trim. 3,agosto,1,Comercial,759.35,INCOB,1720.51,1
37285,2015,Trim. 1,febrero,9,Comercial,0,CAMBI,0,0
37287,2014,Trim. 3,julio,16,Comercial,279.48999999999995,MUDAN,0,1
37314,2014,Trim. 1,marzo,7,Comercial,,DISCO,0,1
37323,2017,Trim. 3,julio,31,Comercial,0,RAZON,1635.48,0
37327,2016,Trim. 3,julio,14,Comercial,0,AUMEN,0,0
37328,2018,Trim. 4,noviembre,20,Comercial,889.01,DISCO,1033.93,1
37335,2013,Trim. 4,noviembre,6,Comercial,221.73999999999998,MUDAN,0,1
37337,2017,Trim. 2,mayo,2,Comercial,643.19,MUDAN,0,1
37351,2014,Trim. 3,agosto,2,Comercial,0,INCOB,3555.7,0
37351,2015,Trim. 1,febrero,26,Comercial,417.1,INCOB,1996.92,1
37353,2013,Trim. 4,diciembre,13,Comercial,297.48,CAMBI,-209.27,1
37356,2015,Trim. 2,junio,17,Comercial,337.52,DISCO,510.5,1
37359,2015,Trim. 3,julio,20,Comercial,0,CAMBI,-17.4,0
37360,2013,Trim. 4,octubre,25,Comercial,0,INCOB,253.46,0
37378,2014,Trim. 1,enero,13,Comercial,0,CIERR,0,0
37378,2014,Trim. 2,mayo,21,Comercial,280.65000000000003,CIERR,0,1
37383,2015,Trim. 1,marzo,13,Comercial,320.96,CAMEM,0,1
37391,2014,Trim. 3,septiembre,11,Comercial,0,PROEC,-12.89,0
37391,2016,Trim. 4,octubre,25,Comercial,0,PROEC,80,0
37391,2017,Trim. 3,julio,6,Comercial,515.98,PROEC,80,1
37400,2014,Trim. 4,noviembre,4,Comercial,291.78,DISCO,-100,1
37402,2018,Trim. 3,julio,2,Comercial,0,PROEC,0,0
37412,2017,Trim. 4,octubre,31,Comercial,0,NOUSA,0,0
37427,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,181.77,0
37427,2015,Trim. 3,septiembre,23,Comercial,0,INCOB,-969.46,0
